0, (69,612)
0, (69,612)
0, (69,612)
0, (69,612)
0, (69,612)
0, (69,612)
0, (70,612)
0, (72,612)
0, (75,612)
0, (78,612)
0, (82,612)
0, (87,612)
0, (93,612)
0, (101,613)
0, (109,612)
0, (120,613)
0, (130,614)
0, (142,614)
0, (156,614)
0, (171,613)
0, (184,612)
0, (201,613)
0, (219,614)
0, (235,613)
1, (254,612)
1, (275,614)
1, (293,614)
1, (312,612)
1, (334,612)
1, (354,612)
1, (372,613)
1, (391,612)
1, (410,611)
1, (428,614)
1, (447,615)
1, (467,574)
1, (490,528)
1, (517,487)
1, (547,443)
1, (579,401)
1, (606,361)
1, (642,320)
1, (677,287)
1, (712,253)
1, (747,221)
1, (782,198)
1, (816,174)
1, (853,155)
2, (887,137)
2, (925,126)
2, (963,118)
2, (998,109)
2, (1036,109)
2, (1072,112)
2, (1111,118)
2, (1148,129)
2, (1184,141)
2, (1218,153)
2, (1209,129)
2, (1204,106)
2, (1198,84)
2, (1192,65)
2, (1185,49)
2, (1180,36)
2, (1175,31)
2, (1171,30)
2, (1168,33)
2, (1165,43)
2, (1162,60)
2, (1160,80)
2, (1158,105)
2, (1157,134)
3, (1155,167)
3, (1156,204)
3, (1157,232)
3, (1158,246)
3, (1157,222)
3, (1156,195)
3, (1156,170)
3, (1157,143)
3, (1157,118)
3, (1156,94)
3, (1155,74)
3, (1156,57)
3, (1156,41)
3, (1157,32)
3, (1158,27)
3, (1158,24)
3, (1158,24)
3, (1158,25)
3, (1158,28)
3, (1157,31)
3, (1155,37)
3, (1155,44)
3, (1155,50)
3, (1115,45)
4, (1076,44)
4, (1036,42)
4, (998,41)
4, (961,37)
4, (925,38)
4, (890,36)
4, (853,38)
4, (817,38)
4, (785,38)
4, (752,37)
4, (719,36)
4, (691,36)
4, (663,35)
4, (639,35)
4, (615,35)
4, (596,36)
4, (580,35)
4, (570,35)
4, (565,34)
4, (563,34)
4, (564,34)
4, (570,34)
4, (577,34)
4, (585,34)
5, (594,35)
5, (602,35)
5, (610,35)
5, (616,34)
5, (621,35)
5, (581,38)
5, (544,32)
5, (510,28)
5, (477,26)
5, (441,22)
5, (404,22)
5, (368,22)
5, (333,26)
5, (297,31)
5, (261,44)
5, (226,61)
5, (196,84)
5, (169,107)
5, (140,135)
5, (114,163)
5, (89,195)
5, (77,231)
5, (87,274)
5, (96,315)
6, (98,360)
6, (100,407)
6, (101,455)
6, (102,501)
6, (103,545)
6, (103,536)
6, (103,519)
6, (103,503)
6, (101,492)
6, (102,486)
6, (102,486)
6, (102,492)
6, (103,505)
6, (102,522)
6, (103,545)
6, (106,574)
6, (121,609)
6, (153,611)
6, (180,611)
6, (206,611)
6, (231,612)
6, (255,613)
6, (278,613)
6, (299,613)
7, (319,614)
7, (336,613)
7, (352,612)
7, (364,613)
7, (373,613)
7, (380,613)
7, (386,613)
7, (389,613)
7, (392,613)
7, (395,613)
7, (400,613)
7, (405,612)
7, (412,613)
7, (420,613)
7, (431,613)
7, (443,613)
7, (457,613)
7, (473,613)
7, (488,613)
7, (506,613)
7, (522,612)
7, (542,613)
7, (561,613)
7, (580,614)
